,train,val,test
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85,False,False,True
TCGA-AC-A3OD-01Z-00-DX1.E19B311B-BAB1-4CE8-9421-B49D5BE4537E,False,False,True
BL-17-F28236,False,False,True
BL-13-T32544,False,False,True
TCGA-A8-A082-01Z-00-DX1.5F82E38D-0DFD-4C2C-BC05-8F0EFEFC507C,False,False,True
TCGA-D8-A13Y-01Z-00-DX1.02321E77-A11E-41A5-95FE-BB897EA5CE58,False,False,True
TCGA-D8-A13Y-01Z-00-DX2.0043D2BB-B04D-4A44-AAB1-1CAAD97AC246,False,False,True
BL-17-X28006,False,False,True
BL-17-T09164,False,False,True
BL-17-J04860,False,False,True
BL-19-W08596,False,False,True
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30,False,False,True
BL-14-T35652,False,False,True
TCGA-E2-A15P-01Z-00-DX1.4C7F95DC-B319-4A78-8F34-8CB9166EA6A8,False,False,True
BL-16-G22221,False,False,True
BL-13-N41566,False,False,True
BL-15-X36636,False,False,True
BL-19-F24630,False,False,True
BL-17-K28020,False,False,True
BL-15-A34959,False,False,True
BL-19-T47942,False,False,True
BL-18-A05280,False,False,True
BL-16-A37336,False,False,True
BL-15-M40899,False,False,True
BL-18-E10689,False,False,True
BL-16-D50011,False,False,True
TCGA-BH-A0BV-01Z-00-DX1.3C9CD4F7-A001-430D-AA8D-80CAD61C344E,False,False,True
BL-14-R37881,False,False,True
TCGA-BH-A0BW-01Z-00-DX1.39B0C363-46A2-4FFB-B1C5-C054A86F4A25,False,False,True
BL-19-R45825,False,False,True
BL-18-K19754,False,False,True
TCGA-E9-A247-01Z-00-DX1.3B2DF1CB-054A-44C4-9AD5-D8FA6D386A93,False,False,True
BL-17-M36210,False,False,True
BL-16-R47802,False,False,True
BL-17-R53692,False,False,True
TCGA-AO-A1KP-01Z-00-DX1.612442AB-24E2-489B-9838-7CEE82BCD605,False,False,True
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC,False,False,True
TCGA-D8-A1Y2-01Z-00-DX2.A563ABFE-18DE-4D78-BB66-9CD18D3CBE3A,False,False,True
BL-17-N02892,False,False,True
BL-17-W38514,False,False,True
TCGA-E2-A15G-01Z-00-DX1.BAA5235E-1022-463B-A852-586ED7CA75FF,False,False,True
BL-14-J41552,False,False,True
TCGA-B6-A0RM-01Z-00-DX1.31DE3E32-7996-4D30-BB5F-72C94409C940,False,False,True
TCGA-BH-A0C3-01Z-00-DX1.14D3210D-0CBE-4DCA-A986-A26AE5382502,False,False,True
TCGA-BH-A0HI-01Z-00-DX1.89DB9F79-0DCC-4C65-831E-96AE026C2C4E,False,False,True
BL-15-X10386,False,False,True
BL-16-N12780,False,False,True
BL-14-F17023,False,False,True
BL-19-J54358,False,False,True
TCGA-AN-A0XP-01Z-00-DX1.A4EE3970-5C1F-482E-9AED-F1E3C52A776F,False,False,True
BL-18-X35422,False,False,True
BL-16-J24287,False,False,True
BL-19-G42670,False,False,True
BL-16-J51782,False,False,True
BL-16-F11113,False,False,True
BL-13-F34378,False,False,True
BL-16-A13601,False,False,True
BL-19-X03726,False,False,True
BL-19-D06711,False,False,True
TCGA-AC-A5EI-01Z-00-DX1.A174D91A-730E-460C-AE73-46CA1E5B177B,False,False,True
BL-15-G16719,False,False,True
BL-15-F17667,False,False,True
BL-18-E53431,False,False,True
TCGA-A7-A0CD-01Z-00-DX1.F045B9C8-049C-41BF-8432-EF89F236D34D,False,False,True
TCGA-A7-A0CD-01Z-00-DX2.609CED8D-5947-4753-A75B-73A8343B47EC,False,False,True
BL-17-K43572,False,False,True
TCGA-E9-A22E-01Z-00-DX1.3d5b1ba6-466f-4852-b1fc-bc29ef3be9a2,False,False,True
BL-18-A35348,False,False,True
BL-16-F04179,False,False,True
BL-16-J10255,False,False,True
TCGA-B6-A0RV-01Z-00-DX1.C46C2937-868D-47B7-B9B9-E51F5433BE97,False,False,True
TCGA-AC-A62X-01Z-00-DX1.36FDC9AA-4EBE-40E6-92C2-8471049171A4,False,False,True
BL-16-A45583,False,False,True
TCGA-GM-A2DH-01Z-00-DX1.5790F15F-2A0F-4929-8FE4-18A557007989,False,False,True
BL-15-K45818,False,False,True
BL-16-T12617,False,False,True
BL-17-M48929,False,False,True
TCGA-C8-A12V-01Z-00-DX1.84B29360-B87B-4648-A697-B6610336C2BB,False,False,True
BL-19-G23616,False,False,True
BL-15-N42366,False,False,True
TCGA-BH-A0DG-01Z-00-DX1.D3C4F57F-608F-46AA-A978-B558117C9DFB,False,False,True
TCGA-AR-A256-01Z-00-DX1.950D4546-4BF4-4380-9877-51D86A93D755,False,False,True
BL-17-F27279,False,False,True
TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377,False,False,True
BL-16-E51787,False,False,True
BL-18-K53433,False,False,True
BL-13-W44168,False,False,True
BL-15-T03956,False,False,True
TCGA-BH-A0EB-01Z-00-DX1.70D7BBA0-214D-4D1A-933C-7CFCDA5416A3,False,False,True
BL-18-W23926,False,False,True
BL-15-T14535,False,False,True
BL-17-F14869,False,False,True
BL-19-R06178,False,False,True
TCGA-B6-A0WZ-01Z-00-DX1.6CFB236E-36F5-43D6-8DE3-C4ECBD3C14C6,False,False,True
BL-14-T42844,False,False,True
BL-17-G09453,False,False,True
BL-19-X38788,False,False,True
TCGA-BH-A18R-01Z-00-DX1.07E6FA7F-5072-4327-9982-A40F010B7532,False,False,True
TCGA-E9-A5FK-01Z-00-DX1.3F002C99-B4CA-4068-A816-EAC370A2E8C4,False,False,True
TCGA-AO-A0JF-01Z-00-DX1.3277D13C-F257-4D4C-AB5C-BEBA2E1A63D8,False,False,True
TCGA-A8-A09C-01Z-00-DX1.19E0C0E9-0ED6-4E3A-95FE-A5778F5DDBCD,False,False,True
BL-16-F00534,False,False,True
BL-17-D47370,False,False,True
BL-15-E15584,False,False,True
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3,False,False,True
TCGA-D8-A3Z5-01Z-00-DX2.6196B9FF-F09E-4D44-873D-E53BFB2BF4E1,False,False,True
TCGA-D8-A3Z5-01Z-00-DX3.BB83C7D4-F795-47E7-9A5C-7DBF0EB7FDAA,False,False,True
BL-13-X40206,False,False,True
BL-16-J37087,False,False,True
BL-15-D29771,False,False,True
TCGA-E9-A227-01Z-00-DX1.823062BF-3444-489B-AF91-AAD4ECAA1DC7,False,False,True
TCGA-BH-A0EI-01Z-00-DX1.929E126A-C9F8-4240-BF00-B6C4A57B7FF6,False,False,True
TCGA-E9-A229-01Z-00-DX1.5B448B88-DA0C-44FF-87B3-20649A4A26FE,False,False,True
BL-16-T22224,False,False,True
BL-17-J08441,False,False,True
BL-19-D18620,False,False,True
BL-16-M10418,False,False,True
BL-17-T24829,False,False,True
BL-16-K13084,False,False,True
BL-17-J03626,False,False,True
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681,False,False,True
BL-16-J23119,False,False,True
TCGA-EW-A1P5-01Z-00-DX1.B0D59A56-116E-48B3-BC90-237EA4B3F95B,False,False,True
BL-16-R49633,False,False,True
BL-15-X01329,False,False,True
BL-15-X06777,False,False,True
TCGA-AR-A2LH-01Z-00-DX1.40D4FD67-FB13-46D9-A202-56A5791EA11C,False,False,True
BL-19-W22852,False,False,True
BL-17-F47305,False,False,True
BL-14-F30467,False,False,True
BL-18-A10688,False,False,True
BL-18-T04330,False,False,True
BL-16-J17080,False,False,True
BL-19-T42948,False,False,True
BL-15-N33829,False,False,True
BL-17-G49339,False,False,True
BL-19-N27981,False,False,True
BL-19-K43415,False,False,True
BL-17-R36942,False,False,True
TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F,False,False,True
TCGA-AC-A2BK-01Z-00-DX1.A3A1F275-9CDC-48BA-BB81-BCA6F02ACA94,False,False,True
BL-19-W59436,False,False,True
BL-14-M20474,False,False,True
TCGA-D8-A1XL-01Z-00-DX1.FDF07020-8F40-4C00-9023-E5F40E0D8A7C,False,False,True
TCGA-D8-A1XL-01Z-00-DX2.FDE2C80D-5DC4-4743-A180-C5AFC5BB0BE2,False,False,True
BL-17-E28796,False,False,True
BL-15-J10521,False,False,True
BL-13-J43095,False,False,True
BL-16-F33407,False,False,True
BL-15-R46834,False,False,True
BL-14-E14130,False,False,True
BL-15-N28664,False,False,True
TCGA-BH-A0EA-01Z-00-DX1.85FF2B48-2AF7-4C15-A7E6-FCA68CAB76C7,False,False,True
BL-16-F04002,False,False,True
BL-16-G15954,False,False,True
TCGA-AR-A1AT-01Z-00-DX1.6ED69002-2CC1-4AD4-9573-B245D7C2D060,False,False,True
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B,False,False,True
TCGA-AC-A2QJ-01Z-00-DX1.48C303BB-5A23-4037-BD28-77629A8CD9DA,False,False,True
BL-18-W22240,False,False,True
TCGA-E9-A54Y-01Z-00-DX1.5FD70369-6514-4E5E-8BEF-65DAC5671E1A,False,False,True
BL-18-A12440,False,False,True
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC,False,False,True
TCGA-D8-A1XZ-01Z-00-DX2.73D59546-C003-4DED-80D5-866E7055EC79,False,False,True
BL-18-E12927,False,False,True
BL-18-F38909,False,False,True
BL-17-J18534,False,False,True
BL-17-N32670,False,False,True
BL-19-N29015,False,False,True
TCGA-W8-A86G-01Z-00-DX2.DEC2CC1C-3662-43C6-A5CB-EC94B343FA3D,False,False,True
BL-19-F24353,False,False,True
BL-19-M52349,False,False,True
BL-15-N48136,False,False,True
BL-14-D21458,False,False,True
BL-14-X06408,False,False,True
BL-19-X35661,False,False,True
BL-17-J01812,False,False,True
BL-18-D11460,False,False,True
BL-14-G10192,False,False,True
TCGA-A2-A1FZ-01Z-00-DX1.0BAAEF41-DCA4-4677-9A27-09E990033FA6,False,False,True
BL-13-J33473,False,False,True
BL-17-F45344,False,False,True
BL-16-G31016,False,False,True
TCGA-AN-A0XT-01Z-00-DX1.882AF4CE-62A1-4808-9B4B-780066E5E602,False,False,True
BL-19-R53942,False,False,True
TCGA-E2-A14X-01Z-00-DX1.24ADDA43-F127-4A6B-9AAD-2FAD982A853D,False,False,True
BL-13-F38091,False,False,True
BL-15-K48201,False,False,True
BL-19-J07881,False,False,True
TCGA-E9-A5FL-01Z-00-DX1.FB810D6A-303E-45DF-BEF1-D9CE83B4417E,False,False,True
BL-14-F29420,False,False,True
TCGA-A2-A3KD-01Z-00-DX1.E400D529-A0D1-4C78-AD5C-33EB0508B128,False,False,True
BL-17-N46361,False,False,True
BL-17-X29368,False,False,True
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1,False,False,True
BL-18-E22242,False,False,True
TCGA-A7-A4SC-01Z-00-DX1.171E89D2-2D64-4C3F-A42C-B1167654858B,False,False,True
BL-14-X15450,False,False,True
BL-16-F12019,False,False,True
BL-15-A31003,False,False,True
BL-16-E52077,False,False,True
TCGA-A1-A0SE-01Z-00-DX1.04B09232-C6C4-46EF-AA2C-41D078D0A80A,False,False,True
BL-16-G17037,False,False,True
TCGA-AR-A1AV-01Z-00-DX1.93698893-7C5C-44C1-A488-ED358D523693,False,False,True
BL-16-D09042,False,False,True
BL-17-N36332,False,False,True
BL-19-D56773,False,False,True
BL-14-D27863,False,False,True
TCGA-GM-A4E0-01Z-00-DX1.55A5D765-AA35-4052-9185-6872B580F0F6,False,False,True
BL-17-N38129,False,False,True
BL-16-N50251,False,False,True
BL-17-R09724,False,False,True
BL-19-T09983,False,False,True
BL-17-J27297,False,False,True
TCGA-AR-A5QQ-01Z-00-DX1.4185D6D2-498E-4E71-8CB3-EDB4739C6229,False,False,True
BL-15-A07500,False,False,True
TCGA-C8-A9FZ-01Z-00-DX1.FA6B5909-3024-44B9-9CC5-71F8AB133A45,False,False,True
TCGA-A2-A0YE-01Z-00-DX1.8A2E3094-5755-42BC-969D-7F0A2ECA0F39,False,False,True
TCGA-BH-A0DT-01Z-00-DX1.73AFCEBB-06B1-4870-ADA2-881511B1BE2D,False,False,True
BL-17-K02891,False,False,True
BL-14-D09229,False,False,True
TCGA-B6-A0RN-01Z-00-DX1.0D02A3FB-D694-4A5B-80C1-CF1469E29BFD,False,False,True
TCGA-A2-A0SY-01Z-00-DX1.279A5479-E183-4F79-AF40-50BF1834BA4A,False,False,True
BL-13-E31274,False,False,True
BL-19-W59924,False,False,True
BL-19-T60557,False,False,True
BL-15-A04501,False,False,True
BL-19-J44687,False,False,True
BL-14-T16745,False,False,True
BL-16-K45586,False,False,True
BL-18-E34752,False,False,True
BL-18-F39444,False,False,True
BL-18-W14349,False,False,True
BL-15-F13858,False,False,True
BL-17-A21452,False,False,True
BL-16-M26413,False,False,True
BL-16-M49029,False,False,True
TCGA-WT-AB44-01Z-00-DX1.B6ECEA7C-DA26-4B34-88CE-6834631DFA35,False,False,True
BL-17-E35144,False,False,True
BL-19-M29462,False,False,True
BL-19-X38594,False,False,True
BL-19-R23352,False,False,True
TCGA-AR-A24S-01Z-00-DX1.317C3B19-0D0F-4315-AC2D-C741F09DD775,False,False,True
TCGA-AR-A0U3-01Z-00-DX1.9BB87F9D-459F-4A18-B591-29822EA5AE18,False,False,True
BL-16-T25238,False,False,True
BL-15-D16417,False,False,True
BL-17-W18537,False,False,True
TCGA-E2-A2P6-01Z-00-DX1.9D8060AA-881F-49FF-AEF5-B40A3625A44A,False,False,True
BL-17-D51318,False,False,True
BL-15-N45870,False,False,True
TCGA-LD-A7W5-01Z-00-DX1.C9920081-C2FE-461E-AEF8-625D4A95BE2F,False,False,True
BL-15-R20763,False,False,True
BL-17-G08270,False,False,True
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F,False,False,True
BL-18-A17270,False,False,True
TCGA-E2-A159-01Z-00-DX1.C8DC3356-CAE9-4E7A-AEFF-ABB4BE38192B,False,False,True
BL-18-N36880,False,False,True
BL-17-W35645,False,False,True
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9,False,False,True
BL-19-X16641,False,False,True
BL-15-K41783,False,False,True
BL-15-T33800,False,False,True
TCGA-A8-A09I-01Z-00-DX1.B738E479-8766-4766-B012-B32AC2F27533,False,False,True
BL-18-T36165,False,False,True
BL-19-A48696,False,False,True
BL-14-F34975,False,False,True
BL-17-E55055,False,False,True
BL-17-W40812,False,False,True
BL-13-X38428,False,False,True
BL-14-M03999,False,False,True
BL-15-N48948,False,False,True
TCGA-AC-A7VB-01Z-00-DX1.62D7FDB3-280D-43B2-92EA-AB810384B0B7,False,False,True
BL-19-N05670,False,False,True
BL-16-M44461,False,False,True
TCGA-A7-A13D-01Z-00-DX1.D206783C-FA6A-4B6A-B3AA-4132A2C9626B,False,False,True
TCGA-A7-A13D-01Z-00-DX2.8165A362-6A08-4BFD-9428-7EEB6C59D7F1,False,False,True
BL-18-E21123,False,False,True
BL-19-N39628,False,False,True
BL-14-R34524,False,False,True
BL-16-W08384,False,False,True
TCGA-EW-A1P3-01Z-00-DX1.EF69B964-57D6-4F8E-A183-A3022AF6E835,False,False,True
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D,False,False,True
TCGA-AR-A2LQ-01Z-00-DX1.2F579E62-69A8-40F4-A516-542C7C808628,False,False,True
BL-16-R07198,False,False,True
BL-18-M04384,False,False,True
BL-19-E37161,False,False,True
BL-15-T07441,False,False,True
BL-18-F54461,False,False,True
TCGA-C8-A1HL-01Z-00-DX1.CC21CAE9-DE48-4ADE-A959-5A99010AAFAC,False,False,True
BL-19-K59116,False,False,True
BL-17-R12832,False,False,True
BL-19-G40952,False,False,True
BL-16-W11409,False,False,True
TCGA-AO-A1KR-01Z-00-DX1.BFB2E69B-E23C-4542-9CBF-EDD040B985AC,False,False,True
BL-13-A34368,False,False,True
TCGA-LD-A74U-01Z-00-DX1.F3C1EBBB-4AED-49A9-A8D2-B6145E162BE4,False,False,True
BL-15-J23873,False,False,True
BL-17-W07212,False,False,True
BL-18-T46032,False,False,True
BL-19-X04016,False,False,True
BL-17-G37871,False,False,True
BL-19-A53944,False,False,True
BL-16-R38956,False,False,True
BL-16-W32456,False,False,True
TCGA-XX-A89A-01Z-00-DX1.671E2AD6-4D1A-4579-88C1-5B0B15818126,False,False,True
TCGA-D8-A1JU-01Z-00-DX1.355D93B4-E69E-417C-B3D1-3E1AAF1E02FE,False,False,True
BL-16-G23988,False,False,True
TCGA-A6-A56B-01Z-00-DX1.52FE9FA5-05F1-49EA-98BE-887CF7B3A52F,False,False,True
TCGA-AG-3896-01Z-00-DX1.53ea09cb-a2e9-49df-b633-23c83df27253,False,False,True
BL-17-G48173,False,False,True
TCGA-AZ-4682-01Z-00-DX1.abca2345-ed4a-4f64-af1d-0e60f81b1288,False,False,True
BL-17-A32338,False,False,True
BL-17-N29545,False,False,True
TCGA-AG-3882-01Z-00-DX1.b5c38e5d-6f16-4fdb-b01d-6c206892add4,False,False,True
BL-16-T27736,False,False,True
BL-19-F39082,False,False,True
TCGA-AA-3543-01Z-00-DX1.20129c52-157d-4d66-809f-d21694683c8d,False,False,True
BL-17-F24378,False,False,True
TCGA-AF-4110-01Z-00-DX1.cb8de1f0-0b38-4271-af5f-33655693e35e,False,False,True
BL-19-T46887,False,False,True
BL-19-X47683,False,False,True
TCGA-A6-A565-01Z-00-DX1.42172A22-6F86-4661-BF2A-78815B721503,False,False,True
TCGA-A6-6141-01Z-00-DX1.34b5db5c-74df-47d9-bb89-beec93ded868,False,False,True
TCGA-CM-6172-01Z-00-DX1.a5d23c88-a173-46a2-b8dd-6d873b8216c7,False,False,True
BL-18-D04948,False,False,True
BL-16-M01672,False,False,True
TCGA-NH-A8F7-01Z-00-DX1.5CB8911D-07C3-4EF2-A97D-A62B441CF79E,False,False,True
BL-17-D39253,False,False,True
BL-19-K21884,False,False,True
BL-17-W32938,False,False,True
TCGA-AA-3930-01Z-00-DX1.065c480c-9ac3-4d98-a351-cb320b6a5ba0,False,False,True
TCGA-D5-6922-01Z-00-DX1.6c11a531-71a3-45ff-b01a-49719b6a195c,False,False,True
TCGA-AG-3885-01Z-00-DX1.85bc7cb5-ab71-4037-85fe-df76fea4e07f,False,False,True
BL-19-X56090,False,False,True
BL-18-F10423,False,False,True
BL-17-A07213,False,False,True
BL-14-J10395,False,False,True
BL-16-F20690,False,False,True
TCGA-AA-A01V-01Z-00-DX1.1AC200C2-F577-421D-B91F-F0A7251C3D90,False,False,True
BL-18-M33919,False,False,True
BL-16-T17366,False,False,True
TCGA-DY-A0XA-01Z-00-DX1.6C98F8C6-0D17-4D7A-A404-B8E03E977D2B,False,False,True
BL-16-A36234,False,False,True
BL-14-D17542,False,False,True
BL-13-E32815,False,False,True
TCGA-A6-5666-01Z-00-DX1.6f2cf971-edcb-415d-9709-feb7422cddc4,False,False,True
BL-16-G31666,False,False,True
BL-16-N42215,False,False,True
BL-16-E29563,False,False,True
BL-17-R19672,False,False,True
TCGA-CK-4947-01Z-00-DX1.b257d5fd-b97b-4987-b088-77f044ca7fe2,False,False,True
TCGA-A6-2679-01Z-00-DX1.8df66ef4-d9e5-41db-836d-f0afe46d6b5a,False,False,True
BL-19-R28182,False,False,True
TCGA-4T-AA8H-01Z-00-DX1.A46C759C-74A2-4724-B6B5-DECA0D16E029,False,False,True
BL-15-M41174,False,False,True
TCGA-AA-3971-01Z-00-DX1.348b1114-a9d5-4a37-8dfd-3bc8738fec35,False,False,True
TCGA-AA-3496-01Z-00-DX1.B109A6F3-02E0-4181-B69A-00CBA758C074,False,False,True
BL-16-E50930,False,False,True
BL-18-E28368,False,False,True
BL-18-N45091,False,False,True
BL-15-D37398,False,False,True
TCGA-G4-6295-01Z-00-DX1.9e7ae22f-daac-42cb-a879-bcf505d1c725,False,False,True
BL-18-T28212,False,False,True
BL-15-X47328,False,False,True
BL-16-W40865,False,False,True
BL-17-N09634,False,False,True
TCGA-AZ-6603-01Z-00-DX1.e39d6a8c-a738-4d63-b094-11be49fac828,False,False,True
BL-15-G20330,False,False,True
BL-19-T00677,False,False,True
BL-17-X08794,False,False,True
TCGA-AA-3818-01Z-00-DX1.80d3eeeb-9a4d-4211-90e8-605a4b809a63,False,False,True
TCGA-AG-3732-01Z-00-DX1.5EC57511-2B19-4005-BCA0-333C387C66E6,False,False,True
TCGA-AA-3854-01Z-00-DX1.1564d865-6653-4be1-951e-ea9fab0102a7,False,False,True
BL-19-J47931,False,False,True
BL-16-A27746,False,False,True
BL-19-W58611,False,False,True
BL-19-M58656,False,False,True
BL-16-J46600,False,False,True
TCGA-AG-3878-01Z-00-DX1.e4b3b620-2fde-4b31-b1d9-0f680a19bca5,False,False,True
BL-17-N50245,False,False,True
BL-18-K45090,False,False,True
BL-18-D40850,False,False,True
BL-15-W35282,False,False,True
BL-19-X16087,False,False,True
BL-18-R28610,False,False,True
BL-14-N03245,False,False,True
TCGA-D5-6531-01Z-00-DX1.32241731-5890-424e-96d5-b897e770f03c,False,False,True
BL-16-K06638,False,False,True
BL-16-F35726,False,False,True
BL-16-G19648,False,False,True
BL-15-G33292,False,False,True
BL-19-G42685,False,False,True
BL-19-X59901,False,False,True
BL-15-J42373,False,False,True
BL-17-N21652,False,False,True
BL-15-M23712,False,False,True
BL-15-X22930,False,False,True
BL-15-T41898,False,False,True
BL-16-T27250,False,False,True
BL-18-A13785,False,False,True
BL-17-T47903,False,False,True
BL-18-R01695,False,False,True
TCGA-G4-6317-01Z-00-DX1.6521a551-1516-4431-b3d7-af0a46978bcf,False,False,True
BL-15-E37034,False,False,True
BL-17-E54424,False,False,True
BL-15-W33986,False,False,True
BL-17-J04404,False,False,True
BL-14-N08060,False,False,True
TCGA-AA-3712-01Z-00-DX1.00E0ACE2-8CC5-4063-9C65-3CDD7F21B189,False,False,True
BL-18-E50739,False,False,True
BL-17-E01542,False,False,True
BL-16-F27611,False,False,True
BL-16-T07192,False,False,True
BL-17-M03595,False,False,True
BL-18-N27514,False,False,True
BL-17-E41428,False,False,True
BL-13-J43679,False,False,True
BL-16-D22162,False,False,True
TCGA-AG-3575-01Z-00-DX1.b9592a4c-ce70-4597-8f30-109ca9321789,False,False,True
TCGA-DM-A28A-01Z-00-DX1.05b565c5-efa0-41be-a7e3-46f9166ddb7b,False,False,True
BL-16-G02065,False,False,True
BL-18-N56367,False,False,True
BL-17-K46635,False,False,True
BL-16-G05064,False,False,True
TCGA-AZ-6607-01Z-00-DX1.b0a25161-7e13-42d6-9271-ecc5ecce2232,False,False,True
BL-17-A04864,False,False,True
TCGA-AG-A01L-01Z-00-DX1.1B54B139-4477-4E67-83D1-E431AA52F5B8,False,False,True
BL-19-W02939,False,False,True
BL-19-N08407,False,False,True
BL-16-A32214,False,False,True
BL-13-N43220,False,False,True
TCGA-F5-6464-01Z-00-DX1.1f990095-5e5a-438e-9ac5-d4775e1c826c,False,False,True
BL-15-W33792,False,False,True
BL-18-A31816,False,False,True
BL-15-N12036,False,False,True
BL-19-M16645,False,False,True
BL-17-X53003,False,False,True
TCGA-AA-3552-01Z-00-DX1.84133d42-9a39-44b5-a1ec-a5382650c939,False,False,True
BL-17-T24699,False,False,True
BL-14-N08384,False,False,True
BL-17-A46419,False,False,True
BL-13-D37734,False,False,True
BL-15-G36095,False,False,True
BL-16-G38491,False,False,True
TCGA-CM-5344-01Z-00-DX1.586a3060-8c97-4619-b5b0-ad2d0d2b62cb,False,False,True
BL-16-N09915,False,False,True
TCGA-CM-6678-01Z-00-DX1.b0e06829-c119-4131-a2ec-22d41d8d6068,False,False,True
BL-19-R19564,False,False,True
BL-15-A08617,False,False,True
TCGA-AA-3875-01Z-00-DX1.016712a0-4226-4086-857c-3d6d85f186e3,False,False,True
BL-19-J12364,False,False,True
BL-19-W06667,False,False,True
BL-16-E39332,False,False,True
BL-18-N18101,False,False,True
BL-17-T32931,False,False,True
TCGA-D5-6532-01Z-00-DX1.a28f2969-31ae-408f-99f5-5428e183e123,False,False,True
BL-13-G41206,False,False,True
BL-18-M28835,False,False,True
BL-16-E02520,False,False,True
TCGA-AF-6672-01Z-00-DX1.a966d993-8a84-4175-b456-77816c3c4793,False,False,True
TCGA-AA-A01G-01Z-00-DX1.8A288E53-BA38-4BAC-81B5-2E0E41EA0D85,False,False,True
BL-17-G38794,False,False,True
BL-17-W38141,False,False,True
BL-19-M40928,False,False,True
BL-19-M14375,False,False,True
TCGA-5M-AAT4-01Z-00-DX1.725C46CA-9354-43AC-AA81-3E5A66354D6B,False,False,True
TCGA-AA-3672-01Z-00-DX1.6cc142eb-e77f-4c09-a6ac-e85470221812,False,False,True
BL-18-W25904,False,False,True
BL-15-W43365,False,False,True
BL-18-R21736,False,False,True
BL-16-T11272,False,False,True
TCGA-AA-3492-01Z-00-DX1.32D79909-71D5-4843-847E-AECA5DBC963D,False,False,True
TCGA-AA-3869-01Z-00-DX1.ef8b8cf0-5de5-4475-ac37-286d58604a0f,False,False,True
TCGA-G4-6309-01Z-00-DX1.3eb20fdc-eb86-4bd5-8194-76b02d4fa472,False,False,True
BL-15-A01468,False,False,True
TCGA-AG-3902-01Z-00-DX1.f08b9bcd-7cd8-4480-bed9-bf28f55172fd,False,False,True
BL-19-F47442,False,False,True
TCGA-AA-3680-01Z-00-DX1.9eef1b8f-c3c1-486f-83e7-a88182ce892a,False,False,True
BL-16-N45278,False,False,True
BL-15-E35284,False,False,True
BL-19-X53366,False,False,True
BL-15-E18696,False,False,True
BL-15-K28761,False,False,True
BL-15-K31526,False,False,True
BL-17-X32054,False,False,True
TCGA-CM-5860-01Z-00-DX1.95f23758-00b7-4602-b4ef-944130528f36,False,False,True
BL-15-T16692,False,False,True
BL-19-M54847,False,False,True
TCGA-EI-6917-01Z-00-DX1.ed5d8898-159f-48e5-b004-e390cb059944,False,False,True
TCGA-A6-5665-01Z-00-DX1.3ad2c249-d138-4037-a59b-4747ce2b789a,False,False,True
BL-19-D53352,False,False,True
BL-19-K03220,False,False,True
BL-17-N53602,False,False,True
BL-16-K17072,False,False,True
BL-16-F32224,False,False,True
TCGA-D5-5538-01Z-00-DX1.7187bda7-9217-4395-a5e9-647357bc1c3a,False,False,True
TCGA-AG-3593-01Z-00-DX1.d3086414-77f4-483f-bac8-d7cb29a0689e,False,False,True
BL-18-J21734,False,False,True
BL-17-M35074,False,False,True
BL-19-K21899,False,False,True
BL-17-X05437,False,False,True
BL-18-G30699,False,False,True
BL-19-E59438,False,False,True
BL-17-W46435,False,False,True
TCGA-D5-6930-01Z-00-DX1.fbf9468b-67c6-413d-a188-707ee2ab9b95,False,False,True
TCGA-CI-6624-01Z-00-DX1.d8ee9c79-5886-41f1-a10a-3da167933882,False,False,True
BL-17-G21341,False,False,True
TCGA-A6-A5ZU-01Z-00-DX1.8E7A136C-46C4-4233-A747-EBDC4F3227FB,False,False,True
TCGA-A6-A5ZU-01Z-00-DX2.221EC8DE-4029-4ED2-8D84-95647BD39E03,False,False,True
BL-17-N48614,False,False,True
BL-17-N29528,False,False,True
BL-17-E35843,False,False,True
BL-14-T30658,False,False,True
BL-18-D06779,False,False,True
BL-18-E25891,False,False,True
BL-16-D32466,False,False,True
TCGA-AA-3864-01Z-00-DX1.f6992bc7-ba05-4c30-9500-8f7b07b30f9a,False,False,True
BL-16-F43014,False,False,True
BL-17-A47977,False,False,True
BL-17-J32984,False,False,True
BL-14-G28992,False,False,True
BL-17-N08451,False,False,True
BL-17-G25020,False,False,True
